sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP119800.1	1	402143	0.638805102	a5c4cac68f55d1d6ba235075f781e3d2	-	-	-	-	-	-	-	-	non-mobilizable	AF788	AP786	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119801.1	1	58880	0.588400136	661d6392ee64b8dfe4a763c5143ece4e	-	-	-	-	-	-	-	-	non-mobilizable	AF126	AP041	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119806.1	1	87025	0.544935363	c2414abc7752207cf932465f68a8dea1	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0012]
NZ_CP119810.1	1	427347	0.657180231	faa9916ccbe2b97c6bd924cab7f2f684	-	-	-	-	-	-	-	-	non-mobilizable	AA925	AJ399	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119811.1	1	185391	0.618314805	0aadc03539c4fce3ec247aab630f3aa6	-	-	-	-	-	-	-	-	non-mobilizable	AE881	AO746	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119812.1	1	150959	0.599156062	b9528035416660f6397e2467ed3e23a3	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119813.1	1	145234	0.55907019	6200d9e5c25ea46201348adeb2819ab4	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	AE457	AO240	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119990.1	1	250847	0.674446974	7e9e60d6319f2800d18b4851a07c7c72	-	-	-	-	-	-	-	-	non-mobilizable	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP119991.1	1	326684	0.647931946	317aaacd490f2e8a8594d1da058e8bb3	-	-	-	-	-	-	-	-	non-mobilizable	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP120471.1	1	334345	0.552441341	2fa555882b15904262d1cec29d118110	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP120472.1	1	620798	0.610385343	91d183cba730b1f13c2bec9ad1935d87	-	-	-	-	-	-	-	-	non-mobilizable	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP126155.1	1	406565	0.71321191	dee06859ddd02ab710cabc58dda39091	-	-	-	-	-	-	-	-	non-mobilizable	AF905	AP913	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0018]
NZ_CP126159.1	1	463690	0.648864543	6c72243adab75545e6caaef1f6fce444	-	-	-	-	-	-	-	-	non-mobilizable	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126160.1	1	167061	0.578243875	03de0657aea408a9ab92db87f255e2b4	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126162.1	1	478761	0.652878994	99a7a3640732908317db215741f9c5ca	-	-	-	-	-	-	-	-	non-mobilizable	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0003]
NZ_CP126164.1	1	191399	0.560499271	8a0f526eca69e8ab19486e0e8939d03f	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0003]
NZ_CP127175.1	1	190949	0.573886221	585259295c32ec552d418777bd98f38c	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP127176.1	1	86341	0.547202372	0c210657e4d76d04792bd4fe097486a5	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP128378.1	1	286732	0.592368483	7a525072821ddf444259cdc609ed9f91	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP135523.1	1	286313	0.569394334	e38622ac11e79b330a457bb3e574e8aa	-	-	-	-	-	-	-	-	non-mobilizable	AB902	AK875	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135524.1	1	152840	0.536404083	ac3f17254cf5e232f63705a8e7ed1ab4	-	-	-	-	-	-	-	-	non-mobilizable	AG442	AQ477	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135525.1	1	102915	0.521012486	f8d9506fb4174f752eb24766c99ad9e2	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	AH353	AR409	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135526.1	1	92150	0.537829626	b2d8f1ed5f6413d2d7f629c4b8debc66	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_JADPQC010000006.1	1	201004	0.637176375	02c58bf587f449b1374d3f2ded0db62f	-	-	-	-	-	-	-	-	non-mobilizable	AF616	AP593	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicrobium	s__Halomicrobium sp009617995
NZ_JAKRVX010000010.1	1	83923	0.479225004	8a990929cd92f93cd85c34a61956ed79	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Natronocalculus	s__Natronocalculus amylovorans
NZ_KJ619463.1	1	18285	0.629477714	096d69e6cb01d3900b18d56e39b9bf00	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum distributum
NZ_KR189025.1	1	2520	0.686111111	d286d2414ebcdd7bd8c0bc18a94965c2	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax sp001482285
NZ_KX687704.1	1	50329	0.589203044	97b5d40b3c218641497a55f77785a9f9	-	-	-	-	-	-	-	-	non-mobilizable	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_KX906370.1	1	163229	0.585224349	9094d6afb0e6b1b077702f626fb164be	-	-	-	-	-	-	-	-	non-mobilizable	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_LN831303.1	1	349522	0.599530216	01306bf50adcd455701baa7a57dde759	-	-	-	-	-	-	-	-	non-mobilizable	AG724	AQ779	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831304.1	1	157757	0.592563246	cd25861891a7b1e5908a02ac8b2286e7	-	-	-	-	MPF_T	"NC_002608_00127,NC_002608_00126"	-	-	non-mobilizable	AF126	AP041	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LN831305.1	1	112459	0.565059266	dca5a889f8d424e503752139c6b0a5a1	-	-	-	-	-	-	-	-	non-mobilizable	AG351	AQ382	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium hubeiense
NZ_LR792633.1	1	5142	0.29268767	fe94a462b58ab412b339fd5c8164d187	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanocaldococcaceae	g__Methanocaldococcus	s__Methanocaldococcus sp902827205
NZ_LT984489.1	1	7045	0.505464869	6e46c9cac3dbaaa876d8fff00e6a071e	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_LT984491.1	1	6213	0.529856752	5f03ef018e782d2352e557a6e7827ee4	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloquadratum	s__Haloquadratum walsbyi
NZ_MJCD01000017.1	1	48271	0.614406165	13dabed1d213f9b04a30a47ae08f2e57	-	-	-	-	-	-	-	-	non-mobilizable	AD216	AM688	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000019.1	1	38451	0.61813737	996781ae33d34037a49b547e2c20c14b	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000020.1	1	35710	0.58641837	0fb90e79ede5bae9fcbe8244a29725f4	-	-	-	-	-	-	-	-	non-mobilizable	AG391	AQ422	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000028.1	1	16493	0.508518766	802c91d936ef35ea2c047be6a897d410	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000041.1	1	7295	0.477998629	57af43142c4f329a1ce17d2377117c90	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MJCD01000052.1	1	2955	0.500169205	33696317869a4d911c18519e815e83fd	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halorubrum	s__Halorubrum lacusprofundi
NZ_MN477947.1	1	23976	0.403623007	1da9427589714105d433801aea10c6c1	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Pyrococcus	s__Pyrococcus abyssi
NZ_MN918441.1	1	154196	0.580040987	759046b399feccf1c41e1067d5ecce3e	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918442.1	1	182942	0.559363077	85cf298abef2e3b7b4c7ed349e74ea13	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918443.1	1	265979	0.63770824	7a88c0580452d618ed1722eb93033a1e	-	-	-	-	-	-	-	-	non-mobilizable	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_MN918444.1	1	51955	0.618900972	bd9a391f2a73b9aee55d219c4b88b934	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloprofundus	s__Haloprofundus halophilus
NZ_OX281346.1	1	103230	0.459721011	4f3ba6cc10f97939a8cf01c0dc97ba8f	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus nautili
NZ_QJOW01000005.1	1	168359	0.58539787	78cf8a327caee3d6760eadd70d13c0cb	-	-	-	-	-	-	-	-	non-mobilizable	AG154	AQ175	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QJOW01000006.1	1	127365	0.570651278	4c71ac5b2527fb16598bab0527bf0a60	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis rubeus
NZ_QKNW01000002.1	1	181532	0.575788291	2c13e3459ee6f796da86dff2147922bb	-	-	-	-	-	-	-	-	non-mobilizable	AF901	AP909	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
NZ_QKNW01000003.1	1	135622	0.581100411	2c5846922db186b5beecf5ec6cc7c588	-	-	-	-	-	-	-	-	non-mobilizable	AE450	AO231	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halosegnis	s__Halosegnis longus
U95377.1	1	2128	0.667293233	d8e1174f009644fa7678cbadf6eeb4d7	-	-	-	-	-	-	-	-	non-mobilizable	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
