accession	ambiguous_bases	checkm_completeness	checkm_contamination	checkm_marker_count	checkm_marker_lineage	checkm_marker_set_count	checkm_strain_heterogeneity	coding_bases	coding_density	contig_count	gc_count	gc_percentage	genome_size	gtdb_genome_representative	gtdb_representative	gtdb_taxonomy	gtdb_domain	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species	gtdb_type_designation_ncbi_taxa	gtdb_type_designation_ncbi_taxa_sources	gtdb_type_species_of_genus	l50_contigs	l50_scaffolds	longest_contig	longest_scaffold	lsu_23s_contig_len	lsu_23s_count	lsu_23s_length	lsu_23s_query_id	lsu_5s_contig_len	lsu_5s_count	lsu_5s_length	lsu_5s_query_id	lsu_silva_23s_blast_align_len	lsu_silva_23s_blast_bitscore	lsu_silva_23s_blast_evalue	lsu_silva_23s_blast_perc_identity	lsu_silva_23s_blast_subject_id	lsu_silva_23s_taxonomy	mean_contig_length	mean_scaffold_length	mimag_high_quality	mimag_low_quality	mimag_medium_quality	n50_contigs	n50_scaffolds	ncbi_assembly_level	ncbi_assembly_name	ncbi_assembly_type	ncbi_bioproject	ncbi_biosample	ncbi_contig_count	ncbi_contig_n50	ncbi_country	ncbi_date	ncbi_genbank_assembly_accession	ncbi_genome_category	ncbi_genome_representation	ncbi_isolate	ncbi_isolation_source	ncbi_lat_lon	ncbi_molecule_count	ncbi_ncrna_count	ncbi_organism_name	ncbi_protein_count	ncbi_refseq_category	ncbi_rrna_count	ncbi_scaffold_count	ncbi_scaffold_l50	ncbi_scaffold_n50	ncbi_scaffold_n75	ncbi_scaffold_n90	ncbi_seq_rel_date	ncbi_spanned_gaps	ncbi_species_taxid	ncbi_ssu_count	ncbi_strain_identifiers	ncbi_submitter	ncbi_taxid	ncbi_taxonomy	ncbi_taxonomy_unfiltered	ncbi_total_gap_length	ncbi_total_length	ncbi_translation_table	ncbi_trna_count	ncbi_type_material_designation	ncbi_ungapped_length	ncbi_unspanned_gaps	ncbi_wgs_master	protein_count	scaffold_count	ssu_contig_len	ssu_count	ssu_gg_blast_align_len	ssu_gg_blast_bitscore	ssu_gg_blast_evalue	ssu_gg_blast_perc_identity	ssu_gg_blast_subject_id	ssu_gg_taxonomy	ssu_length	ssu_query_id	ssu_silva_blast_align_len	ssu_silva_blast_bitscore	ssu_silva_blast_evalue	ssu_silva_blast_perc_identity	ssu_silva_blast_subject_id	ssu_silva_taxonomy	total_gap_length	trna_aa_count	trna_count	trna_selenocysteine_count
GB_GCA_015520705.1	0	96.53	4.7	299	p__Euryarchaeota (UID4)	202	50	2104531	92.52719279	209	1103957	48.53624973	2274500	GB_GCA_015520705.1	t	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015520705	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp015520705	not type material	none	f	49	49	65505	65505	12867	1	443	WAPO01000140.1	14430	2	113	WAPO01000088.1	443	691	0	94.808	CP003651.1282611.1285626	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus cleftensis	10882	10882	f	f	t	15517	15517	Contig	ASM1552070v1	na	PRJNA546572	SAMN12837325	209	15517	Pacific Ocean	16.11.20	GCA_015520705.1	derived from metagenome	full	S144_40	deep-sea hydrothermal deposit	34.8610792 S 179.057703 E	0	none	Thermococcus sp.	none	na	none	none	none	none	none	none	16.11.20	0	35749	none	S144_40	Portland State University	35749	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;x__unclassified Thermococcus;s__Thermococcus sp.	0	2274500	none	none	none	2274500	0	WAPO00000000.1	2582	209	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	45	0
GB_GCA_015662385.1	0	67.76	1.25	149	k__Archaea (UID2)	107	100	414458	93.85265112	76	243403	55.1178089	441605	GB_GCA_015662385.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__JAADDC01;f__JAADDC01;g__SZUA-1452;s__SZUA-1452 sp015662385	d__Archaea	p__Iainarchaeota	c__Iainarchaeia	o__JAADDC01	f__JAADDC01	g__SZUA-1452	s__SZUA-1452 sp015662385	not type material	none	f	22	22	17255	17255	4818	2	1591	DQUH01000032.1	17255	1	102	DQUH01000060.1	1524	974	0	78.871	AE009439.585273.588370	Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus kandleri AV19	5810	5810	f	f	t	6581	6581	Contig	ASM1566238v1	na	PRJNA488180	SAMN09926500	76	6581	Atlantic Ocean: Mid Cayman Rise	23.11.20	GCA_015662385.1	derived from metagenome	full	SZUA-1452	Mid-Cayman Rise Vent Fluids	18.3769 N 81.7979 W	0	0	Euryarchaeota archaeon	none	na	4	none	none	none	none	none	23.11.20	0	2026739	1	SZUA-1452	The University of Hong Kong	2026739	d__Archaea;p__Euryarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__unclassified Euryarchaeota;s__Euryarchaeota archaeon	0	441605	11	33	none	441605	0	DQUH00000000.1	566	76	4761	1	none	none	none	none	none	none	1499	DQUH01000005.1	1512	1325	0	82.937	CP001463.113597.115082	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus sibiricus MM 739	0	19	34	0
GB_GCA_016180235.1	0	66.36	0	149	k__Archaea (UID2)	107	0	943543	90.66600684	10	413092	39.69492643	1040680	GB_GCA_016180235.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACPDF01;s__JACPDF01 sp016180235	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__JACPDF01	s__JACPDF01 sp016180235	not type material	none	f	3	2	281801	436838	99872	1	265	JACPBQ010000005.1	436838	1	99	JACPBQ010000004.1	247	226	1.08E-57	83.806	CEQE01094627.45822.48743	Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome	104066	115631	f	f	t	155024	217054	Scaffold	ASM1618023v1	na	PRJNA640378	SAMN15434580	10	155024	USA: California; Modesto	21.12.20	GCA_016180235.1	derived from metagenome	full	NC_groundwater_261_Ag_S-0.2um_40_15	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	1	9	2	217054	132540	79222	21.12.20	1	2026803	0	NC_groundwater_261_Ag_S-0.2um_40_15	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	13	1040680	11	21	none	1040667	0	JACPBQ000000000.1	1115	9	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	13	14	21	0
GB_GCA_016219485.1	1	67.41	2.8	149	k__Archaea (UID2)	107	0	556984	85.60200533	68	269910	41.48912622	650667	GB_GCA_016219485.1	t	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__JACRMX01;g__JACRMX01;s__JACRMX01 sp016219485	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__JACRMX01	g__JACRMX01	s__JACRMX01 sp016219485	not type material	none	f	14	13	49906	49906	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9567	9858	f	f	t	15961	16299	Scaffold	ASM1621948v1	na	PRJNA640378	SAMN15436718	68	15961	USA: California; Middletown	21.12.20	GCA_016219485.1	derived from metagenome	full	NC_groundwater_1918_Pr3_S-0.2um_41_3	groundwater	38.70266 N 122.51889 W	0	0	Candidatus Aenigmarchaeota archaeon	none	na	0	66	13	16299	9317	4550	21.12.20	2	2093792	0	NC_groundwater_1918_Pr3_S-0.2um_41_3	Innovative Genomics Institute	2093792	d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon	110	650667	11	17	none	650557	0	JACRMX000000000.1	764	66	29228	1	none	none	none	none	none	none	559	JACRMX010000047.1	84	128	7.87E-28	94.048	KP308749.593.2989	Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured archaeon	110	12	18	0
GB_GCA_015521945.1	0	96.26	0.93	149	k__Archaea (UID2)	107	0	1224066	93.69993754	188	795738	60.91223912	1306368	GB_GCA_015521945.1	t	d__Archaea;p__Hydrothermarchaeota;c__Hydrothermarchaeia;o__Hydrothermarchaeales;f__BMS3B;g__JAADFH01;s__JAADFH01 sp015521945	d__Archaea	p__Hydrothermarchaeota	c__Hydrothermarchaeia	o__Hydrothermarchaeales	f__BMS3B	g__JAADFH01	s__JAADFH01 sp015521945	not type material	none	f	49	49	32401	32401	none	0	none	none	16242	1	116	WANG01000167.1	none	none	none	none	none	none	6948	6948	f	f	t	8295	8295	Contig	ASM1552194v1	na	PRJNA546572	SAMN12837265	188	8295	Pacific Ocean	16.11.20	GCA_015521945.1	derived from metagenome	full	S140_74_esom	deep-sea hydrothermal deposit	34.86150855 S 179.0573001 E	0	none	Candidatus Hydrothermarchaeota archaeon	none	na	none	none	none	none	none	none	16.11.20	0	2250275	none	S140_74_esom	Portland State University	2250275	d__Archaea;p__Candidatus Hydrothermarchaeota;c__;o__;f__;g__;s__	d__Archaea;p__Candidatus Hydrothermarchaeota;x__unclassified Candidatus Hydrothermarchaeota;s__Candidatus Hydrothermarchaeota archaeon	0	1306368	none	none	none	1306368	0	WANG00000000.1	1606	188	12860	1	none	none	none	none	none	none	1489	WANG01000094.1	1419	2351	0	96.617	AB260057.1.1418	Archaea;Hydrothermarchaeota;Hydrothermarchaeia;Hydrothermarchaeales;uncultured archaeon	0	19	37	0
GB_GCA_015661455.1	0	65.54	1.96	228	p__Euryarchaeota (UID49)	153	50	955680	80.65926424	238	610872	51.55751513	1184836	GB_GCA_003139855.1	f	d__Archaea;p__Halobacteriota;c__Bog-38;o__Bog-38;f__Bog-38;g__Bog-38;s__Bog-38 sp003139855	d__Archaea	p__Halobacteriota	c__Bog-38	o__Bog-38	f__Bog-38	g__Bog-38	s__Bog-38 sp003139855	not type material	none	f	76	76	19967	19967	none	0	none	none	2667	1	104	JACWMN010000216.1	none	none	none	none	none	none	4978	4978	f	f	t	5316	5316	Contig	ASM1566145v1	na	PRJNA364965	SAMN15949087	238	5316	USA: Minnesota	23.11.20	GCA_015661455.1	derived from metagenome	full	SPRUCE.2015.15.metabat2.11	Peatland at SPRUCE experiment site	47.5028 N 93.4828 W	0	none	Methanomicrobia archaeon	none	na	none	none	none	none	none	none	23.11.20	0	2268195	none	SPRUCE.2015.15.metabat2.11	DOE Joint Genome Institute	2268195	d__Archaea;p__Euryarchaeota;c__Methanomicrobia;o__;f__;g__;s__	d__Archaea;p__Euryarchaeota;x__Stenosarchaea group;c__Methanomicrobia;x__unclassified Methanomicrobia;s__Methanomicrobia archaeon	0	1184836	none	none	none	1184836	0	JACWMN000000000.1	1517	238	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	13	24	0
GB_GCA_014894395.1	0	94	2.4	188	p__Euryarchaeota (UID3)	125	0	2413942	88.30494692	160	1128173	41.28021492	2733643	GB_GCA_014894395.1	t	d__Archaea;p__Thermoplasmatota;c__E2;o__DHVEG-1;f__DHVEG-1;g__SM1-50;s__SM1-50 sp014894395	d__Archaea	p__Thermoplasmatota	c__E2	o__DHVEG-1	f__DHVEG-1	g__SM1-50	s__SM1-50 sp014894395	not type material	none	f	23	20	253544	253544	16897	1	3594	JADBLO010000080.1	16897	1	105	JADBLO010000080.1	1975	2479	0	89.418	AOSH01000102.2315.5204	Archaea;Thermoplasmatota;Thermoplasmata;Marine Group II;Thermoplasmatales archaeon SCGC AB-539-C06	17081	18723	t	f	f	33780	37027	Scaffold	ASM1489439v1	na	PRJNA596250	SAMN13616180	160	33780	Russia: Siberia; Kolyma Indigirka Lowland Region	19.10.20	GCA_014894395.1	derived from metagenome	full	Bin3_14.8m	ancient permafrost soil	69.20 N 154.59 E	0	0	Thermoplasmata archaeon	none	na	3	146	20	37027	17988	8120	19.10.20	14	1906666	1	Bin3_14.8m	University or Tennessee Knoxville	1906666	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;o__;f__;g__;s__	d__Archaea;p__Candidatus Thermoplasmatota;c__Thermoplasmata;x__unclassified Thermoplasmata;s__Thermoplasmata archaeon	680	2733643	11	45	none	2732963	0	JADBLO000000000.1	2716	146	16897	1	none	none	none	none	none	none	1469	JADBLO010000080.1	1434	2569	0	99.024	JF304146.1.1433	Archaea;Thermoplasmatota;Thermoplasmata;Marine Benthic Group D and DHVEG-1;uncultured archaeon	680	19	44	0
GB_GCA_015661555.1	0	96.19	0.78	308	p__Euryarchaeota (UID5)	210	100	994472	94.43380379	117	457462	43.44001314	1053089	GB_GCA_015661555.1	t	d__Archaea;p__Methanobacteriota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanofervidicoccus;s__Methanofervidicoccus okinawensis_B	d__Archaea	p__Methanobacteriota	c__Methanococci	o__Methanococcales	f__Methanococcaceae	g__Methanofervidicoccus	s__Methanofervidicoccus okinawensis_B	not type material	none	f	25	25	41739	41739	none	0	none	none	18047	1	83	DQVW01000015.1	none	none	none	none	none	none	9000	9000	f	f	t	13916	13916	Contig	ASM1566155v1	na	PRJNA488180	SAMN09926541	117	13916	Atlantic Ocean: Mid Cayman Rise	23.11.20	GCA_015661555.1	derived from metagenome	full	SZUA-1534	Mid-Cayman Rise Vent Fluids	18.375 N 81.7976 W	0	0	Methanothermococcus okinawensis	none	na	1	none	none	none	none	none	23.11.20	0	155863	0	SZUA-1534	The University of Hong Kong	155863	d__Archaea;p__Euryarchaeota;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanococci;o__Methanococcales;f__Methanococcaceae;g__Methanothermococcus;s__Methanothermococcus okinawensis	0	1053089	11	31	none	1053089	0	DQVW00000000.1	1224	117	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	17	31	1
GB_GCA_016187335.1	0	88.79	0.93	149	k__Archaea (UID2)	107	0	893813	88.09936612	2	477291	47.04455468	1014551	GB_GCA_016187335.1	t	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACPJW01;s__JACPJW01 sp016187335	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACPJW01	s__JACPJW01 sp016187335	not type material	none	f	1	1	918042	918042	918042	4	1955	JACPJW010000001.1	none	0	none	none	299	193	8.89E-47	78.595	CP019436.850141.853232	Archaea;Euryarchaeota;Methanopyri;Methanopyrales;Methanopyraceae;Methanopyrus;Methanopyrus sp. SNP6	507275	507275	f	f	t	918042	918042	Contig	ASM1618733v1	na	PRJNA640378	SAMN15434974	2	918042	USA: California; Modesto	21.12.20	GCA_016187335.1	derived from metagenome	full	NC_groundwater_478_Ag_S-0.1um_47_21	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Aenigmarchaeota archaeon	none	na	1	none	none	none	none	none	21.12.20	0	2093792	0	NC_groundwater_478_Ag_S-0.1um_47_21	Innovative Genomics Institute	2093792	d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon	0	1014551	11	30	none	1014551	0	JACPJW000000000.1	1203	2	918042	2	none	none	none	none	none	none	1175	JACPJW010000001.1-#2	355	401	9.06E-110	87.324	KP308749.593.2989	Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured archaeon	0	15	29	0
GB_GCA_016185705.1	0	85.75	0	149	k__Archaea (UID2)	107	0	1073765	87.41117561	14	570821	46.46839362	1228407	GB_GCA_016185705.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__UBA10216;g__UBA492;s__UBA492 sp016185705	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__UBA10216	g__UBA492	s__UBA492 sp016185705	not type material	none	f	3	3	250522	250522	11956	2	3944	JACPMZ010000001.1	113229	1	97	JACPMZ010000004.1	1290	1748	0	91.163	CEPX01090093.11898.14478	Archaea;Nanoarchaeota;Woesearchaeia;marine metagenome	87743	87743	f	f	t	195626	195626	Contig	ASM1618570v1	na	PRJNA640378	SAMN15435058	14	195626	USA: California; Modesto	21.12.20	GCA_016185705.1	derived from metagenome	full	NC_groundwater_562_Ag_S-0.1um_46_13	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	2	none	none	none	none	none	21.12.20	0	2026803	0	NC_groundwater_562_Ag_S-0.1um_46_13	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	0	1228407	11	45	none	1228407	0	JACPMZ000000000.1	1320	14	81655	2	none	none	none	none	none	none	1137	JACPMZ010000009.1	623	894	0	92.616	CEPX01003170.4.1400	Archaea;Nanoarchaeota;Nanoarchaeia;Woesearchaeales;marine metagenome	0	18	44	0
GB_GCA_900095815.1	0	100	0	188	p__Euryarchaeota (UID3)	125	0	1509658	89.49351203	1	824657	48.88620545	1686891	GB_GCA_900095815.1	t	d__Archaea;p__Methanobacteriota;c__Methanobacteria;o__Methanobacteriales;f__Methanothermobacteraceae;g__Methanothermobacter;s__Methanothermobacter wolfei	d__Archaea	p__Methanobacteriota	c__Methanobacteria	o__Methanobacteriales	f__Methanothermobacteraceae	g__Methanothermobacter	s__Methanothermobacter wolfei	not type material	none	f	1	1	1686891	1686891	1686891	2	3026	LT608329.1	none	0	none	none	3026	5589	0	100	LT608329.384775.387808	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei	1686891	1686891	f	f	t	1686891	1686891	Complete Genome	SIV6	na	PRJEB15255	SAMEA4408318	none	none	none	16.12.16	GCA_900095815.1	none	full	SIV6	Biogas sludge	none	1	0	Methanothermobacter wolfeii	none	na	8	1	1	1686891	1686891	1686891	16.12.16	0	145261	2	SIV6	CEBITEC	145261	d__Archaea;p__Euryarchaeota;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii	d__Archaea;p__Euryarchaeota;x__Methanomada group;c__Methanobacteria;o__Methanobacteriales;f__Methanobacteriaceae;g__Methanothermobacter;s__Methanothermobacter wolfeii	0	1686891	11	36	none	1686891	0	none	1796	1	1686891	2	none	none	none	none	none	none	1482	LT608329.1	1478	2730	0	100	LT608329.382947.384424	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanothermobacteriaceae;Methanothermobacter;Methanothermobacter wolfei	0	19	39	0
GB_GCA_015521195.1	0	76.07	2.43	245	c__Thermoprotei (UID148)	158	40	1138523	91.84473914	134	752152	60.67616046	1239617	GB_GCA_015521195.1	t	d__Archaea;p__Thermoproteota;c__Thermoprotei_A;o__Sulfolobales;f__Pyrodictiaceae;g__Pyrolobus;s__Pyrolobus sp015521195	d__Archaea	p__Thermoproteota	c__Thermoprotei_A	o__Sulfolobales	f__Pyrodictiaceae	g__Pyrolobus	s__Pyrolobus sp015521195	not type material	none	f	26	26	53543	53543	none	0	none	none	none	0	none	none	none	none	none	none	none	none	9250	9250	f	f	t	15070	15070	Contig	ASM1552119v1	na	PRJNA546572	SAMN12837299	134	15070	Pacific Ocean	16.11.20	GCA_015521195.1	derived from metagenome	full	S143_113_esom	deep-sea hydrothermal deposit	34.86107624 S 179.0576384 E	0	none	Pyrolobus sp.	none	na	none	none	none	none	none	none	16.11.20	0	1970085	none	S143_113_esom	Portland State University	1970085	d__Archaea;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrolobus;s__	d__Archaea;x__TACK group;p__Crenarchaeota;c__Thermoprotei;o__Desulfurococcales;f__Pyrodictiaceae;g__Pyrolobus;x__unclassified Pyrolobus;s__Pyrolobus sp.	0	1239617	none	none	none	1239617	0	WAOO00000000.1	1472	134	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	0	19	30	0
GB_GCA_016181325.1	0	67.15	0	149	k__Archaea (UID2)	107	0	806223	88.22326349	146	406319	44.46636834	913844	GB_GCA_016181325.1	t	d__Archaea;p__Nanoarchaeota;c__Nanoarchaeia;o__Woesearchaeales;f__GW2011-AR4;g__JACOZO01;s__JACOZO01 sp016181325	d__Archaea	p__Nanoarchaeota	c__Nanoarchaeia	o__Woesearchaeales	f__GW2011-AR4	g__JACOZO01	s__JACOZO01 sp016181325	not type material	none	f	41	41	29638	29638	none	0	none	none	none	0	none	none	none	none	none	none	none	none	6258	6390	f	f	t	7195	7195	Scaffold	ASM1618132v1	na	PRJNA640378	SAMN15434526	146	7195	USA: California; Modesto	21.12.20	GCA_016181325.1	derived from metagenome	full	NC_groundwater_207_Ag_S-0.1um_44_9	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Woesearchaeota archaeon	none	na	0	143	41	7195	4788	3557	21.12.20	3	2026803	0	NC_groundwater_207_Ag_S-0.1um_44_9	Innovative Genomics Institute	2026803	d__Archaea;p__Candidatus Woesearchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Woesearchaeota;s__Candidatus Woesearchaeota archaeon	77	913844	11	21	none	913767	0	JACOZO000000000.1	1111	143	none	0	none	none	none	none	none	none	none	none	none	none	none	none	none	none	77	15	21	0
GB_GCA_016187745.1	9	84.27	0.93	149	k__Archaea (UID2)	107	0	897432	93.10011069	11	438474	45.48862976	963943	GB_GCA_016187745.1	t	d__Archaea;p__Iainarchaeota;c__Iainarchaeia;o__Iainarchaeales;f__JACPJC01;g__JACPJC01;s__JACPJC01 sp016187745	d__Archaea	p__Iainarchaeota	c__Iainarchaeia	o__Iainarchaeales	f__JACPJC01	g__JACPJC01	s__JACPJC01 sp016187745	not type material	none	f	3	3	298436	298436	36523	1	2828	JACPJC010000004.1	none	0	none	none	1695	1264	0	80.531	CEPX01185513.1.2609	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;marine metagenome	87629	96394	f	f	t	120392	120392	Scaffold	ASM1618774v1	na	PRJNA640378	SAMN15434953	11	120392	USA: California; Modesto	21.12.20	GCA_016187745.1	derived from metagenome	full	NC_groundwater_457_Ag_B-0.1um_46_10	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Diapherotrites archaeon	none	na	3	10	3	120392	99428	67391	21.12.20	1	2026736	1	NC_groundwater_457_Ag_B-0.1um_46_10	Innovative Genomics Institute	2026736	d__Archaea;p__Candidatus Diapherotrites;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Diapherotrites;x__unclassified Diapherotrites;s__Candidatus Diapherotrites archaeon	14	963943	11	42	none	963929	0	JACPJC000000000.1	1089	10	36523	1	none	none	none	none	none	none	1494	JACPJC010000004.1	1493	2730	0	99.665	KP308724.198.1690	Archaea;Iainarchaeota;Iainarchaeia;Iainarchaeales;Candidatus Iainarchaeum;uncultured archaeon	14	19	41	0
GB_GCA_016184005.1	0	86.6	0.93	149	k__Archaea (UID2)	107	0	817344	88.92060784	5	411177	44.73282825	919184	GB_GCA_016184005.1	t	d__Archaea;p__Aenigmatarchaeota;c__Aenigmatarchaeia;o__GW2011-AR5;f__GW2011-AR5;g__JACPDL01;s__JACPDL01 sp016184005	d__Archaea	p__Aenigmatarchaeota	c__Aenigmatarchaeia	o__GW2011-AR5	f__GW2011-AR5	g__JACPDL01	s__JACPDL01 sp016184005	not type material	none	f	1	1	548858	548858	125125	2	2106	JACPDL010000004.1	none	0	none	none	90	99	2.15E-18	86.667	KF882006.1.2731	Archaea;Euryarchaeota;Methanobacteria;Methanobacteriales;Methanobacteriaceae;Methanobacterium;Methanobacterium alcaliphilum	183836	183836	f	f	t	548858	548858	Contig	ASM1618400v1	na	PRJNA640378	SAMN15434804	5	548858	USA: California; Modesto	21.12.20	GCA_016184005.1	derived from metagenome	full	NC_groundwater_308_Ag_B-0.1um_45_55	groundwater	37.661915 N 121.114554 W	0	0	Candidatus Aenigmarchaeota archaeon	none	na	0	none	none	none	none	none	21.12.20	0	2093792	0	NC_groundwater_308_Ag_B-0.1um_45_55	Innovative Genomics Institute	2093792	d__Archaea;p__Candidatus Aenigmarchaeota;c__;o__;f__;g__;s__	d__Archaea;x__DPANN group;p__Candidatus Aenigmarchaeota;x__unclassified Aenigmarchaeota;s__Candidatus Aenigmarchaeota archaeon	0	919184	11	28	none	919184	0	JACPDL000000000.1	1149	5	125125	1	none	none	none	none	none	none	1650	JACPDL010000004.1-#2	627	627	1.94E-177	85.327	DQ133424.1.1713	Archaea;Aenigmarchaeota;Deep Sea Euryarchaeotic Group(DSEG);uncultured Methanobacteriaceae archaeon	0	16	28	0
GB_GCA_015521605.1	0	99.01	0.5	299	p__Euryarchaeota (UID4)	202	100	1864085	91.81933891	42	1106029	54.4797322	2030166	GB_GCA_015521605.1	t	d__Archaea;p__Methanobacteriota_B;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__Thermococcus sp015521605	d__Archaea	p__Methanobacteriota_B	c__Thermococci	o__Thermococcales	f__Thermococcaceae	g__Thermococcus	s__Thermococcus sp015521605	not type material	none	f	10	10	222337	222337	none	0	none	none	40780	2	103	WANV01000010.1	none	none	none	none	none	none	48337	48337	f	f	t	59634	59634	Contig	ASM1552160v1	na	PRJNA546572	SAMN12837280	42	59634	Pacific Ocean	16.11.20	GCA_015521605.1	derived from metagenome	full	S141_64_esom	deep-sea hydrothermal deposit	34.86111866 S 179.0576651 E	0	none	Thermococcus sp.	none	na	none	none	none	none	none	none	16.11.20	0	35749	none	S141_64_esom	Portland State University	35749	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;s__	d__Archaea;p__Euryarchaeota;c__Thermococci;o__Thermococcales;f__Thermococcaceae;g__Thermococcus;x__unclassified Thermococcus;s__Thermococcus sp.	0	2030166	none	none	none	2030166	0	WANV00000000.1	2234	42	39699	1	none	none	none	none	none	none	739	WANV01000015.1	739	1354	0	99.729	D38650.1.1498	Archaea;Euryarchaeota;Thermococci;Thermococcales;Thermococcaceae;Thermococcus;Thermococcus kodakarensis KOD1	0	19	46	0
