replicon,protein,category,description,phylum,gtdb_phylum,gtdb_class,gtdb_order,gtdb_family,gtdb_genus,gtdb_species,phylum_clean,family_clean,new_category
NZ_CP031306.1,NZ_CP031306.1_294,lysis,Catalyzes the hydrolysis of methenyl-H(4)MPT( ) to 5- formyl-H(4)MPT,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP031306.1,NZ_CP031306.1_355,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP031306.1,NZ_CP031306.1_365,lysis,Catalyzes the release of L-lysine from LysW -gamma-L- lysine and the release of L-ornithine from LysW -L-ornithine,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP031306.1,NZ_CP031306.1_509,lysis,COG1732 Periplasmic glycine betaine choline-binding (lipo)protein of an ABC-type transport system (osmoprotectant binding protein),p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Osmolyte transport
NZ_CP031306.1,NZ_CP031306.1_601,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031306.1,NZ_CP031306.1_606,virion,"Phage plasmid primase, P4",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Phage replication
NZ_CP031306.1,NZ_CP031306.1_706,lysis,"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP031306.1,NZ_CP031306.1_773,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031307.1,NZ_CP031307.1_165,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031308.1,NZ_CP031308.1_72,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031308.1,NZ_CP031308.1_116,lysis,Catalyzes the hydrolysis of the adenine ring of phosphoribosyl-AMP,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Metabolic enzymes
NZ_CP031309.1,NZ_CP031309.1_20,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031309.1,NZ_CP031309.1_64,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Natrialbaceae,g__Natronorubrum,s__Natronorubrum bangense,Halobacteriota,Natrialbaceae,Integrase
NZ_CP031312.1,NZ_CP031312.1_15,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP031312.1,NZ_CP031312.1_87,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP031312.1,NZ_CP031312.1_149,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP031312.1,NZ_CP031312.1_163,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Osmolyte transport
NZ_CP031312.1,NZ_CP031312.1_239,integrase,"Site-specific tyrosine recombinase, which acts by catalyzing the cutting and rejoining of the recombining DNA molecules",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Integrase
NZ_CP031313.1,NZ_CP031313.1_160,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Integrase
NZ_CP031313.1,NZ_CP031313.1_167,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Integrase
NZ_CP031313.1,NZ_CP031313.1_204,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Integrase
NZ_CP031314.1,NZ_CP031314.1_85,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halobellus,s__Halobellus limi,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034146.1,NZ_CP034146.1_42,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus aerogenes,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034344.1,NZ_CP034344.1_6,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus salinarum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034344.1,NZ_CP034344.1_103,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus salinarum,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034344.1,NZ_CP034344.1_238,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloplanus,s__Haloplanus salinarum,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP034690.1,NZ_CP034690.1_10,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_39,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_43,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_47,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_51,lysis,Peptidase M10A and M12B matrixin and adamalysin,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Lysis & membrane
NZ_CP034691.1,NZ_CP034691.1_95,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_96,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034691.1,NZ_CP034691.1_105,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034693.1,NZ_CP034693.1_49,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034693.1,NZ_CP034693.1_152,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034693.1,NZ_CP034693.1_158,integrase,Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum sp004114375,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_23,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_28,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_252,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_272,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_300,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_512,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034941.1,NZ_CP034941.1_552,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP034942.1,NZ_CP034942.1_40,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034942.1,NZ_CP034942.1_46,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP034942.1,NZ_CP034942.1_47,integrase,"COG1961 Site-specific recombinases, DNA invertase Pin homologs",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Halorubrum,s__Halorubrum ezzemoulense,Halobacteriota,Haloferacaceae,Integrase
NZ_CP035120.1,NZ_CP035120.1_60,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035121.1,NZ_CP035121.1_12,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035121.1,NZ_CP035121.1_36,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035122.1,NZ_CP035122.1_23,integrase,Phage integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035122.1,NZ_CP035122.1_25,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035122.1,NZ_CP035122.1_28,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP035122.1,NZ_CP035122.1_36,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haladaptataceae,g__Halorussus,s__Halorussus pelagicus,Halobacteriota,Haladaptataceae,Integrase
NZ_CP038632.1,NZ_CP038632.1_23,lysis,COG3486 Lysine ornithine N-monooxygenase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP038632.1,NZ_CP038632.1_88,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Lysis & membrane
NZ_CP038632.1,NZ_CP038632.1_104,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP038632.1,NZ_CP038632.1_154,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP038632.1,NZ_CP038632.1_157,lysis,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP038633.1,NZ_CP038633.1_27,integrase,integrase family,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP038633.1,NZ_CP038633.1_53,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP038633.1,NZ_CP038633.1_100,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Integrase
NZ_CP038633.1,NZ_CP038633.1_103,lysis,NAD-dependent lysine deacetylase and desuccinylase that specifically removes acetyl and succinyl groups on target proteins. Modulates the activities of several proteins which are inactive in their acylated form,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Halobacteriaceae,g__Halobacterium,s__Halobacterium salinarum,Halobacteriota,Halobacteriaceae,Metabolic enzymes
NZ_CP039132.1,NZ_CP039132.1_10,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039133.1,NZ_CP039133.1_42,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039134.1,NZ_CP039134.1_17,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039135.1,NZ_CP039135.1_15,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039136.1,NZ_CP039136.1_64,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP039136.1,NZ_CP039136.1_143,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039136.1,NZ_CP039136.1_218,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Prophage maintenance
NZ_CP039136.1,NZ_CP039136.1_258,lysis,COG1253 Hemolysins and related proteins containing CBS domains,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Lysis & membrane
NZ_CP039137.1,NZ_CP039137.1_52,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP039137.1,NZ_CP039137.1_55,lysis,"Catalyzes the oxidation of 5,10- methylenetetrahydrofolate to 5,10-methenyltetrahydrofolate and then the hydrolysis of 5,10-methenyltetrahydrofolate to 10- formyltetrahydrofolate",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP039137.1,NZ_CP039137.1_96,lysis,COG1292 Choline-glycine betaine transporter,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Osmolyte transport
NZ_CP039137.1,NZ_CP039137.1_233,lysis,"Facilitates the functional incorporation of the urease nickel metallocenter. This process requires GTP hydrolysis, probably effectuated by UreG",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Metabolic enzymes
NZ_CP039137.1,NZ_CP039137.1_279,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloarculaceae,g__Haloarcula,s__Haloarcula marismortui,Halobacteriota,Haloarculaceae,Integrase
NZ_CP039142.1,NZ_CP039142.1_1,lysis,"amino acids such as valine, to avoid such errors it has two additional distinct tRNA(Ile)-dependent editing activities. One activity is designated as 'pretransfer' editing and involves the hydrolysis of activated Val-AMP. The other activity is designated 'posttransfer' editing and involves deacylation of mischarged Val-tRNA(Ile)",p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax mediterranei,Halobacteriota,Haloferacaceae,Metabolic enzymes
NZ_CP039142.1,NZ_CP039142.1_7,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax mediterranei,Halobacteriota,Haloferacaceae,Prophage maintenance
NZ_CP039142.1,NZ_CP039142.1_11,integrase,COG0582 Integrase,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax mediterranei,Halobacteriota,Haloferacaceae,Integrase
NZ_CP039142.1,NZ_CP039142.1_132,virion,COG3654 Prophage maintenance system killer protein,p__Halobacteriota,p__Halobacteriota,c__Halobacteria,o__Halobacteriales,f__Haloferacaceae,g__Haloferax,s__Haloferax mediterranei,Halobacteriota,Haloferacaceae,Prophage maintenance
