sample_id	num_contigs	size	gc	md5	rep_type(s)	rep_type_accession(s)	relaxase_type(s)	relaxase_type_accession(s)	mpf_type	mpf_type_accession(s)	orit_type(s)	orit_accession(s)	predicted_mobility	mash_nearest_neighbor	mash_neighbor_distance	mash_neighbor_identification	primary_cluster_id	secondary_cluster_id	predicted_host_range_overall_rank	predicted_host_range_overall_name	observed_host_range_ncbi_rank	observed_host_range_ncbi_name	reported_host_range_lit_rank	reported_host_range_lit_name	associated_pmid(s)	predicted_mobility_conjscan	gtdb_phylum	gtdb_class	gtdb_order	gtdb_family	gtdb_genus	gtdb_species
NZ_CP100408.1	1	310000	0.6009322580645161	ff1de7f2f85c27e1b1edbeb10ea47660	-	-	-	-	-	-	-	-	non-mobilizable	CP006765	0.295981	Corynebacterium doosanense CAU 212 = DSM 45436	AA774	AJ119	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100409.1	1	187118	0.5490759841383512	584f98b1336ac2713529430a8f2e2332	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100410.1	1	94501	0.5445021745801631	a394902388eb1ff952e7aa4e699bced6	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula sp024218775
NZ_CP100446.1	1	715316	0.6025840327911021	1af9da250358aef8e3b8f62eba8f4ff8	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100447.1	1	113539	0.566633491575582	db4ba9471f0d60a29e49bb4e88c77d20	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema sp024227435
NZ_CP100449.1	1	374934	0.6698272229245681	e58116c828eb939b5b96fdf8871922d6	-	-	-	-	-	-	-	-	non-mobilizable	CP032326	0.295981	Azospirillum brasilense	AF224	AP147	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100450.1	1	118989	0.5780954542016489	8bce99e9123e9c61f99b6bb079ae929b	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP028845	0.295981	Methylobacterium currus	AC719	AM022	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100451.1	1	159483	0.5946966134321526	2c641f24c07108cce17fb62881f22537	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100452.1	1	94505	0.687953018358817	15c71c647e76a73f64ffc20b3b6758d2	-	-	-	-	-	-	-	-	non-mobilizable	CP015095	0.295981	Pelagibaca abyssi	AG585	AQ633	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100453.1	1	10819	0.6394306312967927	64ab63d23bc709a9e53f6b2bdf0d5b3a	-	-	-	-	-	-	-	-	non-mobilizable	CP021119	0.295981	Streptomyces sp. CLI2509	AG689	AQ742	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024227715
NZ_CP100455.1	1	617328	0.679144636238758	2335c80850efda31b8880ec3e554dcd3	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100456.1	1	104301	0.6257274618651787	24e1a84ca10d8f9ea7bbd1f328940713	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100457.1	1	144667	0.5653673609046984	e23fb47cb8503f483a00023fe215cff1	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100458.1	1	81511	0.5465151942682582	7b92c1042a0818723b6fa44aa2660e59	-	-	-	-	-	-	-	-	non-mobilizable	CP025550	0.295981	Mycobacterium paragordonae	AG631	AQ679	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100459.1	1	95860	0.6595660337992907	1d338cdb25d125ab0c13053c839dbae9	-	-	-	-	-	-	-	-	non-mobilizable	LR134445	0.295981	Tsukamurella tyrosinosolvens	AF049	AO952	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP100460.1	1	16726	0.6756546693770178	90ecd627830340b4c421d64f7bc89468	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomarina	s__Halomarina sp024228315
NZ_CP101155.1	1	147277	0.5663002369684337	376ce698b0520401a4c19f83e7ea5263	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas sp024298905
NZ_CP101324.1	1	107365	0.584482838913985	30ffecfd903790ae16e1fd13ee4c8a7d	-	-	-	-	MPF_T	NC_002608_00127	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Natronomonas	s__Natronomonas gomsonensis
NZ_CP101826.1	1	241318	0.551322321583968	e1bc9c2a109c509ca3b5b332e5dff397	-	-	-	-	MPF_T	NC_015955_00540,NC_015667_00008	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobellus	s__Halobellus inordinatus
NZ_CP101874.1	1	89896	0.5474770846311293	aab0732618c12919c47e11c1f468a58c	-	-	-	-	MPF_T	NC_019963_00206	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101875.1	1	29798	0.5580575877575676	d2cd21ddbafbcfb32ec81474d5d9d7d3	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP101876.1	1	17198	0.6400162809629026	4b8b9bf2a395288f5c280e59e4166b08	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__Natrinema	s__Natrinema thermotolerans
NZ_CP104742.1	1	577800	0.6276306680512288	d4cadb9032931772ccdca3368226b9ac	-	-	-	-	-	-	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104743.1	1	285035	0.6665953303980213	7b05ae0bd308e7303f27e5bd05ec682e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP104744.1	1	145200	0.5528512396694215	377e9e2d180bc3532224da6fdd80fbd4	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106967.1	1	540216	0.6327246879026167	9ee8a083cf17d43d58d328bf7245acc1	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP026928	0.295981	Agrobacterium tumefaciens	AB152	AJ761	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106968.1	1	296688	0.6643814377393087	c2f81d53cf97a3d38c9ea927b3e9ba61	-	-	-	-	-	-	-	-	non-mobilizable	KY000038	0.295981	Agrobacterium rhizogenes	AC838	AM188	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106969.1	1	137009	0.5716996693647862	41bafbecc6a2a989291b7c04c07d6f44	-	-	-	-	-	-	-	-	non-mobilizable	AP017627	0.295981	Pleomorphomonas sp. SM30	AE071	AN779	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP106970.1	1	101276	0.5533986334373395	5fc04afb7284bfaaa6a9494b3d47f1a5	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Haloferax	s__Haloferax volcanii
NZ_CP109786.1	1	41784	0.5257754164273406	639fc1fe4dfa56ae43f9f4937fa04d82	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109980.1	1	473209	0.5239439655627851	fa50bd396dc92c6da97e69dbe4f2aced	-	-	-	-	-	-	-	-	non-mobilizable	CP002866	0.295981	Zymomonas mobilis subsp. pomaceae ATCC 29192	AB790	AK720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109981.1	1	364652	0.5259535118414269	6a3633455b7c59c558507d63b6dc4f29	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP109982.1	1	316817	0.5326576541031574	ef3b7018477ea28a378b4c86e4d487c4	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110250.1	1	474910	0.5242298540776147	3fdf1ad6e95e58d2c825e8b7db9042d2	-	-	-	-	-	-	-	-	non-mobilizable	CP002866	0.295981	Zymomonas mobilis subsp. pomaceae ATCC 29192	AB790	AK720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110251.1	1	359540	0.5236385381320576	fdc94f268afe8054fcf25cc2f0258e3c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP110252.1	1	317901	0.5366922406661193	1dfb3457bfcf7e5e05bbd0de3e50007b	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halocatena	s__Halocatena sp023276375
NZ_CP111037.1	1	394338	0.5685985119364606	319d9b81b33de918fc7d7a85762fb1c1	-	-	-	-	-	-	-	-	non-mobilizable	-	1	-	-	-	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111038.1	1	142345	0.5150233587410868	26e65395010759f0fa7ae24c74de3931	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111039.1	1	80215	0.5089571775852396	39f61797ce8893e482633fcf9ebc7937	-	-	-	-	-	-	-	-	non-mobilizable	CP016489	0.295981	Synechococcus sp. PCC 8807	AF245	AP173	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111040.1	1	606999	0.5120370873757617	22095b3b7d9245684d2e12458b8fbfb9	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111041.1	1	557465	0.5288762523207735	51367acd2cbb097d07c3f65ee0fe4934	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP111042.1	1	389240	0.5112424211283527	5161cc1aa9cb2fd8c99eccef2ca2cfeb	-	-	-	-	-	-	-	-	non-mobilizable	CP015740	0.263022	Shinella sp. HZN7	AF729	AP720	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Haladaptatus	s__Haladaptatus [species 0010]
NZ_CP119560.1	1	525049	0.6187270140501172	4b586537901e7c7f7ba6faf3eacd3d52	-	-	-	-	-	-	-	-	non-mobilizable	CP019314	0.295981	Tateyamaria omphalii	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0002]
NZ_CP119783.1	1	586205	0.6040327189293848	d01964e1cd6739e768b2f6a96bf3bfd7	-	-	-	-	-	-	-	-	non-mobilizable	CP007238	0.295981	Ensifer adhaerens OV14	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119784.1	1	268757	0.5522125935324476	c01112a167771b25b654bd5e04096735	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119786.1	1	247600	0.6457835218093699	b8bf285a2b913a8e709c0be3f12f1d6e	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__Halomicroarcula	s__Halomicroarcula [species 0008]
NZ_CP119788.1	1	129378	0.5342793983521155	31dc60d8cb422d0e3e63ba3d24572049	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0004]
NZ_CP119790.1	1	335333	0.5982381692228322	561127fa58ea6cb80d76724949890ee2	-	-	-	-	-	-	-	-	non-mobilizable	CP000665	0.295981	Rhodobacter sphaeroides ATCC 17025	AG652	AQ703	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0006]
NZ_CP119792.1	1	598243	0.6011854714555791	75bea4c75fe426d5dca0e499678fc051	-	-	-	-	-	-	-	-	non-mobilizable	CP007238	0.295981	Ensifer adhaerens OV14	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP119797.1	1	916029	0.6315673412086299	976633ad3a1879cbf3e7786abca4994b	-	-	-	-	-	-	-	-	non-mobilizable	FQ311874	0.295981	Azospirillum lipoferum 4B	AB810	AK754	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119798.1	1	176392	0.5754569368225316	19f47432d4857a627e3271cf2c34189d	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119799.1	1	323102	0.5857252508495769	eab55c3e09471ebbeb8d685708f722ae	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119800.1	1	402143	0.6388051016678147	a5c4cac68f55d1d6ba235075f781e3d2	-	-	-	-	-	-	-	-	non-mobilizable	CP018918	0.295981	Serratia marcescens	AF788	AP786	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119801.1	1	58880	0.5884001358695652	661d6392ee64b8dfe4a763c5143ece4e	-	-	-	-	-	-	-	-	non-mobilizable	CP012186	0.295981	Pseudonocardia sp. EC080619-01	AF126	AP041	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP119806.1	1	87025	0.5449353634013214	c2414abc7752207cf932465f68a8dea1	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0012]
NZ_CP119810.1	1	427347	0.6571802305854493	faa9916ccbe2b97c6bd924cab7f2f684	-	-	-	-	-	-	-	-	non-mobilizable	CP018090	0.295981	Xanthomonas oryzae pv. oryzae	AA925	AJ399	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119811.1	1	185391	0.6183148049258055	0aadc03539c4fce3ec247aab630f3aa6	-	-	-	-	-	-	-	-	non-mobilizable	CP020929	0.295981	Weissella cibaria	AE881	AO746	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119812.1	1	150959	0.5991560622420657	b9528035416660f6397e2467ed3e23a3	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119813.1	1	145234	0.5590701901758541	6200d9e5c25ea46201348adeb2819ab4	-	-	-	-	MPF_T	NC_015955_00540	-	-	non-mobilizable	LR134455	0.295981	Tsukamurella tyrosinosolvens	AE457	AO240	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haladaptataceae	g__Halorussus	s__Halorussus [species 0014]
NZ_CP119990.1	1	250847	0.6744469736532628	7e9e60d6319f2800d18b4851a07c7c72	-	-	-	-	-	-	-	-	non-mobilizable	CP019314	0.295981	Tateyamaria omphalii	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP119991.1	1	326684	0.6479319464681466	317aaacd490f2e8a8594d1da058e8bb3	-	-	-	-	-	-	-	-	non-mobilizable	CP019314	0.295981	Tateyamaria omphalii	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0019]
NZ_CP120471.1	1	334345	0.552441340531487	2fa555882b15904262d1cec29d118110	-	-	-	-	MPF_T	NC_013746_00233	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP120472.1	1	620798	0.6103853427362846	91d183cba730b1f13c2bec9ad1935d87	-	-	-	-	-	-	-	-	non-mobilizable	CP007238	0.295981	Ensifer adhaerens OV14	AD839	AN501	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__	g__	s__[Genus] [species 0001]
NZ_CP126155.1	1	406565	0.7132119095347608	dee06859ddd02ab710cabc58dda39091	-	-	-	-	-	-	-	-	non-mobilizable	CP020440	0.295981	Paracoccus yeei	AF905	AP913	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0018]
NZ_CP126159.1	1	463690	0.648864543121482	6c72243adab75545e6caaef1f6fce444	-	-	-	-	-	-	-	-	non-mobilizable	CP019314	0.295981	Tateyamaria omphalii	AG437	AQ472	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126160.1	1	167061	0.5782438749917694	03de0657aea408a9ab92db87f255e2b4	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP014802	0.295981	Salipiger profundus	AC364	AL532	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloferacaceae	g__Halobaculum	s__Halobaculum [species 0021]
NZ_CP126162.1	1	478761	0.6528789939030122	99a7a3640732908317db215741f9c5ca	-	-	-	-	-	-	-	-	non-mobilizable	CP007745	0.295981	Burkholderia cepacia ATCC 25416	AF428	AP376	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0003]
NZ_CP126164.1	1	191399	0.5604992711560667	8a0f526eca69e8ab19486e0e8939d03f	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Haloarculaceae	g__	s__[Genus] [species 0003]
NZ_CP127175.1	1	190949	0.5738862209281013	585259295c32ec552d418777bd98f38c	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP127176.1	1	86341	0.5472023719901321	0c210657e4d76d04792bd4fe097486a5	-	-	-	-	-	-	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__	s__[Genus] [species 0013]
NZ_CP128378.1	1	286732	0.5923684834619087	7a525072821ddf444259cdc609ed9f91	-	-	-	-	MPF_T	NC_002608_00127,NC_002608_00126	-	-	non-mobilizable	CP031654	1.0	Escherichia coli	AA379	AI397	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Halobacteriaceae	g__Halobacterium	s__Halobacterium salinarum
NZ_CP135523.1	1	286313	0.569394334172741	e38622ac11e79b330a457bb3e574e8aa	-	-	-	-	-	-	-	-	non-mobilizable	AP019622	0.295981	Streptomyces avermitilis	AB902	AK875	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
NZ_CP135524.1	1	152840	0.5364040827008636	ac3f17254cf5e232f63705a8e7ed1ab4	-	-	-	-	-	-	-	-	non-mobilizable	CP035496	0.295981	Xylanibacterium sp. 2JSPR-7	AG442	AQ477	-	-	-	-	-	-	-	non-mobilizable	p__Halobacteriota	c__Halobacteria	o__Halobacteriales	f__Natrialbaceae	g__KZCA124	s__KZCA124 sp017357405
