protein_id	plasmid	cluster_id	cluster_rep
NZ_CP106968.1|NZ_CP106968.1_00085	NZ_CP106968.1	cluster_20745	NZ_CP119797.1|NZ_CP119797.1_00552
NZ_CP119797.1|NZ_CP119797.1_00568	NZ_CP119797.1	cluster_20746	NZ_CP119797.1|NZ_CP119797.1_00568
NZ_CP119797.1|NZ_CP119797.1_00571	NZ_CP119797.1	cluster_20747	NZ_CP119797.1|NZ_CP119797.1_00571
NZ_CP119797.1|NZ_CP119797.1_00576	NZ_CP119797.1	cluster_20748	NZ_CP119797.1|NZ_CP119797.1_00576
NZ_CP119797.1|NZ_CP119797.1_00586	NZ_CP119797.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NC_015658.1|NC_015658.1_00136	NC_015658.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP119800.1|NZ_CP119800.1_00178	NZ_CP119800.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP095492.1|NZ_CP095492.1_00032	NZ_CP095492.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP054708.1|NZ_CP054708.1_00018	NZ_CP054708.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP095492.1|NZ_CP095492.1_00353	NZ_CP095492.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP095492.1|NZ_CP095492.1_00354	NZ_CP095492.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP119797.1|NZ_CP119797.1_00497	NZ_CP119797.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP084473.1|NZ_CP084473.1_00243	NZ_CP084473.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NC_013745.1|NC_013745.1_00027	NC_013745.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NC_013745.1|NC_013745.1_00026	NC_013745.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NC_013745.1|NC_013745.1_00028	NC_013745.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP069192.1|NZ_CP069192.1_00060	NZ_CP069192.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP069192.1|NZ_CP069192.1_00061	NZ_CP069192.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP069192.1|NZ_CP069192.1_00062	NZ_CP069192.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP082247.1|NZ_CP082247.1_00052	NZ_CP082247.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP082247.1|NZ_CP082247.1_00053	NZ_CP082247.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP083667.1|NZ_CP083667.1_00152	NZ_CP083667.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP096020.1|NZ_CP096020.1_00435	NZ_CP096020.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NC_015658.1|NC_015658.1_00074	NC_015658.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP007056.1|NZ_CP007056.1_00428	NZ_CP007056.1	cluster_20749	NZ_CP119797.1|NZ_CP119797.1_00586
NZ_CP119797.1|NZ_CP119797.1_00591	NZ_CP119797.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP007554.1|NZ_CP007554.1_00481	NZ_CP007554.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NC_014731.1|NC_014731.1_00258	NC_014731.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NC_017944.1|NC_017944.1_00047	NC_017944.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP031312.1|NZ_CP031312.1_00017	NZ_CP031312.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NC_015658.1|NC_015658.1_00092	NC_015658.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP039136.1|NZ_CP039136.1_00301	NZ_CP039136.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP040332.1|NZ_CP040332.1_00263	NZ_CP040332.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP073368.1|NZ_CP073368.1_00090	NZ_CP073368.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP096020.1|NZ_CP096020.1_00486	NZ_CP096020.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP084880.1|NZ_CP084880.1_00370	NZ_CP084880.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
CP040679.1|CP040679.1_00216	CP040679.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NC_013744.1|NC_013744.1_00167	NC_013744.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP083667.1|NZ_CP083667.1_00173	NZ_CP083667.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP084319.1|NZ_CP084319.1_00109	NZ_CP084319.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP084473.1|NZ_CP084473.1_00312	NZ_CP084473.1	cluster_20750	NZ_CP119797.1|NZ_CP119797.1_00591
NZ_CP119797.1|NZ_CP119797.1_00597	NZ_CP119797.1	cluster_20751	NZ_CP119797.1|NZ_CP119797.1_00597
NZ_CP119790.1|NZ_CP119790.1_00056	NZ_CP119790.1	cluster_20751	NZ_CP119797.1|NZ_CP119797.1_00597
NZ_CP031306.1|NZ_CP031306.1_00315	NZ_CP031306.1	cluster_20751	NZ_CP119797.1|NZ_CP119797.1_00597
NZ_CP100408.1|NZ_CP100408.1_00159	NZ_CP100408.1	cluster_20751	NZ_CP119797.1|NZ_CP119797.1_00597
NZ_CP100405.1|NZ_CP100405.1_00218	NZ_CP100405.1	cluster_20751	NZ_CP119797.1|NZ_CP119797.1_00597
NZ_CP119797.1|NZ_CP119797.1_00598	NZ_CP119797.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119797.1|NZ_CP119797.1_00599	NZ_CP119797.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP100408.1|NZ_CP100408.1_00166	NZ_CP100408.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP100405.1|NZ_CP100405.1_00225	NZ_CP100405.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119790.1|NZ_CP119790.1_00055	NZ_CP119790.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP031309.1|NZ_CP031309.1_00096	NZ_CP031309.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119783.1|NZ_CP119783.1_00094	NZ_CP119783.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119792.1|NZ_CP119792.1_00311	NZ_CP119792.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP120472.1|NZ_CP120472.1_00352	NZ_CP120472.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119783.1|NZ_CP119783.1_00341	NZ_CP119783.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NC_007427.1|NC_007427.1_00107	NC_007427.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP031306.1|NZ_CP031306.1_00467	NZ_CP031306.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP045490.1|NZ_CP045490.1_00054	NZ_CP045490.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP084319.1|NZ_CP084319.1_00145	NZ_CP084319.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119792.1|NZ_CP119792.1_00068	NZ_CP119792.1	cluster_20752	NZ_CP119797.1|NZ_CP119797.1_00598
NZ_CP119797.1|NZ_CP119797.1_00607	NZ_CP119797.1	cluster_20753	NZ_CP119797.1|NZ_CP119797.1_00607
NZ_CP119797.1|NZ_CP119797.1_00614	NZ_CP119797.1	cluster_20754	NZ_CP119797.1|NZ_CP119797.1_00614
NZ_CP119797.1|NZ_CP119797.1_00619	NZ_CP119797.1	cluster_20755	NZ_CP119797.1|NZ_CP119797.1_00619
NZ_CP119797.1|NZ_CP119797.1_00620	NZ_CP119797.1	cluster_20756	NZ_CP119797.1|NZ_CP119797.1_00620
NZ_CP119800.1|NZ_CP119800.1_00137	NZ_CP119800.1	cluster_20919	NZ_CP119800.1|NZ_CP119800.1_00137
NZ_CP119799.1|NZ_CP119799.1_00237	NZ_CP119799.1	cluster_20919	NZ_CP119800.1|NZ_CP119800.1_00137
NZ_CP135523.1|NZ_CP135523.1_00235	NZ_CP135523.1	cluster_20919	NZ_CP119800.1|NZ_CP119800.1_00137
NZ_CP119799.1|NZ_CP119799.1_00193	NZ_CP119799.1	cluster_20919	NZ_CP119800.1|NZ_CP119800.1_00137
NZ_CP135523.1|NZ_CP135523.1_00188	NZ_CP135523.1	cluster_20919	NZ_CP119800.1|NZ_CP119800.1_00137
NZ_CP119800.1|NZ_CP119800.1_00138	NZ_CP119800.1	cluster_20920	NZ_CP119800.1|NZ_CP119800.1_00138
NZ_CP119797.1|NZ_CP119797.1_00212	NZ_CP119797.1	cluster_20920	NZ_CP119800.1|NZ_CP119800.1_00138
NZ_CP119799.1|NZ_CP119799.1_00215	NZ_CP119799.1	cluster_20920	NZ_CP119800.1|NZ_CP119800.1_00138
NZ_CP135523.1|NZ_CP135523.1_00209	NZ_CP135523.1	cluster_20920	NZ_CP119800.1|NZ_CP119800.1_00138
NZ_CP119800.1|NZ_CP119800.1_00152	NZ_CP119800.1	cluster_20921	NZ_CP119800.1|NZ_CP119800.1_00152
NZ_CP119797.1|NZ_CP119797.1_00217	NZ_CP119797.1	cluster_20921	NZ_CP119800.1|NZ_CP119800.1_00152
NZ_CP119800.1|NZ_CP119800.1_00158	NZ_CP119800.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP011950.1|NZ_CP011950.1_00047	NZ_CP011950.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
CP050015.1|CP050015.1_00005	CP050015.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP109982.1|NZ_CP109982.1_00127	NZ_CP109982.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP110252.1|NZ_CP110252.1_00315	NZ_CP110252.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP031306.1|NZ_CP031306.1_00117	NZ_CP031306.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP040332.1|NZ_CP040332.1_00183	NZ_CP040332.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP031313.1|NZ_CP031313.1_00112	NZ_CP031313.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP082248.1|NZ_CP082248.1_00928	NZ_CP082248.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_013745.1|NC_013745.1_00278	NC_013745.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP069192.1|NZ_CP069192.1_00186	NZ_CP069192.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP084467.1|NZ_CP084467.1_00443	NZ_CP084467.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP100409.1|NZ_CP100409.1_00192	NZ_CP100409.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119560.1|NZ_CP119560.1_00244	NZ_CP119560.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119790.1|NZ_CP119790.1_00274	NZ_CP119790.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119810.1|NZ_CP119810.1_00139	NZ_CP119810.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
CP119805.1|CP119805.1_00285	CP119805.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_002608.1|NC_002608.1_00325	NC_002608.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_010369.1|NC_010369.1_00039	NC_010369.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_019963.1|NC_019963.1_00174	NC_019963.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP053943.1|NZ_CP053943.1_00042	NZ_CP053943.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP054589.1|NZ_CP054589.1_00180	NZ_CP054589.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP095009.1|NZ_CP095009.1_00003	NZ_CP095009.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP007056.1|NZ_CP007056.1_00060	NZ_CP007056.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP007056.1|NZ_CP007056.1_00129	NZ_CP007056.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP069191.1|NZ_CP069191.1_00102	NZ_CP069191.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_013744.1|NC_013744.1_00101	NC_013744.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP082247.1|NZ_CP082247.1_00969	NZ_CP082247.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP084883.1|NZ_CP084883.1_00333	NZ_CP084883.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP099393.1|NZ_CP099393.1_00063	NZ_CP099393.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
CP119780.1|CP119780.1_00026	CP119780.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
CP119780.1|CP119780.1_00255	CP119780.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NC_015944.1|NC_015944.1_00157	NC_015944.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP010530.1|NZ_CP010530.1_00052	NZ_CP010530.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP039137.1|NZ_CP039137.1_00137	NZ_CP039137.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP073369.1|NZ_CP073369.1_00040	NZ_CP073369.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP126162.1|NZ_CP126162.1_00203	NZ_CP126162.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP099393.1|NZ_CP099393.1_00257	NZ_CP099393.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP100455.1|NZ_CP100455.1_00082	NZ_CP100455.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP111041.1|NZ_CP111041.1_00032	NZ_CP111041.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
CP040679.1|CP040679.1_00086	CP040679.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP054708.1|NZ_CP054708.1_00055	NZ_CP054708.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP084464.1|NZ_CP084464.1_00332	NZ_CP084464.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119783.1|NZ_CP119783.1_00152	NZ_CP119783.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119792.1|NZ_CP119792.1_00251	NZ_CP119792.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP120472.1|NZ_CP120472.1_00410	NZ_CP120472.1	cluster_20922	NZ_CP119800.1|NZ_CP119800.1_00158
NZ_CP119800.1|NZ_CP119800.1_00164	NZ_CP119800.1	cluster_20923	NZ_CP119800.1|NZ_CP119800.1_00164
NZ_CP135523.1|NZ_CP135523.1_00215	NZ_CP135523.1	cluster_20923	NZ_CP119800.1|NZ_CP119800.1_00164
NZ_CP119799.1|NZ_CP119799.1_00222	NZ_CP119799.1	cluster_20923	NZ_CP119800.1|NZ_CP119800.1_00164
NZ_CP119800.1|NZ_CP119800.1_00168	NZ_CP119800.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP069191.1|NZ_CP069191.1_00077	NZ_CP069191.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NC_013744.1|NC_013744.1_00127	NC_013744.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NC_015658.1|NC_015658.1_00134	NC_015658.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP082247.1|NZ_CP082247.1_00945	NZ_CP082247.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP007056.1|NZ_CP007056.1_00144	NZ_CP007056.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP007057.1|NZ_CP007057.1_00119	NZ_CP007057.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP095492.1|NZ_CP095492.1_00064	NZ_CP095492.1	cluster_20924	NZ_CP119800.1|NZ_CP119800.1_00168
NZ_CP119800.1|NZ_CP119800.1_00170	NZ_CP119800.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NC_015658.1|NC_015658.1_00154	NC_015658.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP119797.1|NZ_CP119797.1_00486	NZ_CP119797.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP119797.1|NZ_CP119797.1_00487	NZ_CP119797.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP119797.1|NZ_CP119797.1_00499	NZ_CP119797.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP095492.1|NZ_CP095492.1_00059	NZ_CP095492.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NC_013744.1|NC_013744.1_00123	NC_013744.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP007056.1|NZ_CP007056.1_00152	NZ_CP007056.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP069191.1|NZ_CP069191.1_00080	NZ_CP069191.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP082247.1|NZ_CP082247.1_00936	NZ_CP082247.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP096020.1|NZ_CP096020.1_00410	NZ_CP096020.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP119797.1|NZ_CP119797.1_00505	NZ_CP119797.1	cluster_20925	NZ_CP119800.1|NZ_CP119800.1_00170
NZ_CP119800.1|NZ_CP119800.1_00171	NZ_CP119800.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP084883.1|NZ_CP084883.1_00336	NZ_CP084883.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
CP050015.1|CP050015.1_00002	CP050015.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NC_015658.1|NC_015658.1_00156	NC_015658.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP007056.1|NZ_CP007056.1_00132	NZ_CP007056.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP011948.1|NZ_CP011948.1_00172	NZ_CP011948.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NC_013964.1|NC_013964.1_00084	NC_013964.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP063206.1|NZ_CP063206.1_00075	NZ_CP063206.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP104742.1|NZ_CP104742.1_00383	NZ_CP104742.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP106967.1|NZ_CP106967.1_00151	NZ_CP106967.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP063206.1|NZ_CP063206.1_00507	NZ_CP063206.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NC_013964.1|NC_013964.1_00315	NC_013964.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP011948.1|NZ_CP011948.1_00029	NZ_CP011948.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP106967.1|NZ_CP106967.1_00008	NZ_CP106967.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NC_015658.1|NC_015658.1_00089	NC_015658.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP084473.1|NZ_CP084473.1_00248	NZ_CP084473.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP119797.1|NZ_CP119797.1_00587	NZ_CP119797.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NC_013745.1|NC_013745.1_00387	NC_013745.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP007056.1|NZ_CP007056.1_00420	NZ_CP007056.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP069192.1|NZ_CP069192.1_00090	NZ_CP069192.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP082247.1|NZ_CP082247.1_00024	NZ_CP082247.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP083667.1|NZ_CP083667.1_00150	NZ_CP083667.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP095492.1|NZ_CP095492.1_00368	NZ_CP095492.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP096020.1|NZ_CP096020.1_00424	NZ_CP096020.1	cluster_20926	NZ_CP119800.1|NZ_CP119800.1_00171
NZ_CP119800.1|NZ_CP119800.1_00191	NZ_CP119800.1	cluster_20927	NZ_CP119800.1|NZ_CP119800.1_00191
NZ_CP019328.1|NZ_CP019328.1_00167	NZ_CP019328.1	cluster_20927	NZ_CP119800.1|NZ_CP119800.1_00191
NZ_CP119800.1|NZ_CP119800.1_00192	NZ_CP119800.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
CP040680.1|CP040680.1_00286	CP040680.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
CP046867.1|CP046867.1_00041	CP046867.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP007056.1|NZ_CP007056.1_00415	NZ_CP007056.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP007058.1|NZ_CP007058.1_00086	NZ_CP007058.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP054708.1|NZ_CP054708.1_00339	NZ_CP054708.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP082247.1|NZ_CP082247.1_00837	NZ_CP082247.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP095493.1|NZ_CP095493.1_00104	NZ_CP095493.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP095009.1|NZ_CP095009.1_00322	NZ_CP095009.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP095009.1|NZ_CP095009.1_00162	NZ_CP095009.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP111040.1|NZ_CP111040.1_00434	NZ_CP111040.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NC_013745.1|NC_013745.1_00046	NC_013745.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NC_013923.1|NC_013923.1_00275	NC_013923.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP069192.1|NZ_CP069192.1_00041	NZ_CP069192.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP084464.1|NZ_CP084464.1_00196	NZ_CP084464.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
CP031304.1|CP031304.1_00351	CP031304.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NC_015658.1|NC_015658.1_00320	NC_015658.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP019068.1|NZ_CP019068.1_00097	NZ_CP019068.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP084467.1|NZ_CP084467.1_00194	NZ_CP084467.1	cluster_20928	NZ_CP119800.1|NZ_CP119800.1_00192
NZ_CP119800.1|NZ_CP119800.1_00193	NZ_CP119800.1	cluster_20929	NZ_CP119800.1|NZ_CP119800.1_00193
NZ_CP007058.1|NZ_CP007058.1_00087	NZ_CP007058.1	cluster_20929	NZ_CP119800.1|NZ_CP119800.1_00193
NZ_CP119800.1|NZ_CP119800.1_00196	NZ_CP119800.1	cluster_20930	NZ_CP119800.1|NZ_CP119800.1_00196
NZ_CP119800.1|NZ_CP119800.1_00198	NZ_CP119800.1	cluster_20931	NZ_CP119800.1|NZ_CP119800.1_00198
NZ_CP007058.1|NZ_CP007058.1_00106	NZ_CP007058.1	cluster_20931	NZ_CP119800.1|NZ_CP119800.1_00198
NZ_CP119800.1|NZ_CP119800.1_00199	NZ_CP119800.1	cluster_20932	NZ_CP119800.1|NZ_CP119800.1_00199
NZ_CP119800.1|NZ_CP119800.1_00203	NZ_CP119800.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP045491.1|NZ_CP045491.1_00046	NZ_CP045491.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NC_013747.1|NC_013747.1_00092	NC_013747.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP007058.1|NZ_CP007058.1_00047	NZ_CP007058.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP019328.1|NZ_CP019328.1_00030	NZ_CP019328.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP031307.1|NZ_CP031307.1_00016	NZ_CP031307.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP069190.1|NZ_CP069190.1_00157	NZ_CP069190.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP084320.1|NZ_CP084320.1_00082	NZ_CP084320.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP095493.1|NZ_CP095493.1_00048	NZ_CP095493.1	cluster_20933	NZ_CP119800.1|NZ_CP119800.1_00203
NZ_CP119800.1|NZ_CP119800.1_00206	NZ_CP119800.1	cluster_20934	NZ_CP119800.1|NZ_CP119800.1_00206
NC_013747.1|NC_013747.1_00089	NC_013747.1	cluster_20934	NZ_CP119800.1|NZ_CP119800.1_00206
NZ_CP031307.1|NZ_CP031307.1_00013	NZ_CP031307.1	cluster_20934	NZ_CP119800.1|NZ_CP119800.1_00206
NZ_CP045491.1|NZ_CP045491.1_00049	NZ_CP045491.1	cluster_20934	NZ_CP119800.1|NZ_CP119800.1_00206
NZ_CP084320.1|NZ_CP084320.1_00079	NZ_CP084320.1	cluster_20934	NZ_CP119800.1|NZ_CP119800.1_00206
NZ_CP119800.1|NZ_CP119800.1_00207	NZ_CP119800.1	cluster_20935	NZ_CP119800.1|NZ_CP119800.1_00207
